DATE,MATERIAL_NAME,STOCK,total_forecast,trend_slope,stock_to_forecast_ratio,recommendation
2024-11-30,MAT-0394,24750,1045.2511964839941,4.734504418808376,23.678518697949173,Monitor
2024-11-30,MAT-0391,0,49.133880235945554,0.0002810056958534,0.0,Monitor
2024-11-30,MAT-0066,2150,132.3800474700985,0.1276007117328853,16.2411182129666,Monitor
2024-11-30,MAT-0161,0,760.2507756157889,1.210260117035682,0.0,Buy More
2024-11-30,MAT-0096,0,2326.166693236159,1.5848793251502944,0.0,Buy More
2024-11-30,MAT-0113,42625,384.5424587734612,0.0383844554734421,110.84601720173356,Monitor
2024-12-31,MAT-0292,63150,119.60260340980162,0.0463073735595861,527.9985401624189,Monitor
2024-12-31,MAT-0400,21450,-2653.782070826384,-2.616794650589339,-8.082803872934639,Monitor
2024-12-31,MAT-0186,552025,722.0146216901254,-0.1215701993922203,764.5620786844928,Monitor
2024-12-31,MAT-0429,950,8.131097891717138,0.0136768545579947,116.83539082314228,Monitor
2024-12-31,MAT-0002,4325,840.8992036972436,-0.0701853613588521,5.143303717001935,Monitor
2024-12-31,MAT-0115,23375,101.96755593550496,0.0848741038703578,229.23958297857817,Monitor
2024-12-31,MAT-0291,21700,6.388135957679562,-0.0033301086656829,3396.9220667436052,Monitor
2024-12-31,MAT-0326,10650,70.85345881347989,-0.0018536781844738,150.31023436746938,Monitor
2024-12-31,MAT-0421,50875,-12375.86225024532,-193.3411860194314,-4.110824682053288,Monitor
2024-12-31,MAT-0336,24750,587.7279787069045,0.1732599606796427,42.111318325280266,Monitor
2024-12-31,MAT-0231,25,649.3202500309793,0.0374697104320543,0.038501802460045316,Monitor
2024-12-31,MAT-0008,0,0.2041087900887548,0.0002561543223648,0.0,Monitor
2024-12-31,MAT-0284,17300,10.513937383438197,-0.0169938109840719,1645.4349468783569,Monitor
2024-12-31,MAT-0280,11,2.9737804240132464,0.0034142423511765,3.698995363334533,Monitor
2024-12-31,MAT-0174,75,947.6049251705382,1.1715586632917694,0.0791469081764243,Buy More
2024-12-31,MAT-0254,166925,60.984186466714945,0.0175263430434223,2737.18499288512,Monitor
2024-12-31,MAT-0318,489350,2881.0576018997303,0.5071944961442189,169.8508213363486,Monitor
2024-12-31,MAT-0175,25,1063.1586277212784,0.0172831694551474,0.02351483527306152,Monitor
2024-12-31,MAT-0143,144000,2527.0826566806186,-1.0077578091482282,56.98270280923352,Buy Less
2024-12-31,MAT-0014,25350,1715.5461597399626,-0.8160096386199663,14.776635333346249,Buy Less
2024-12-31,MAT-0302,50875,1190.4916135266565,-0.1475309270629123,42.73444635976081,Monitor
2024-12-31,MAT-0322,1350,59.66472757208883,0.3561899083710925,22.626433655779067,Monitor
2024-12-31,MAT-0324,92525,254.95431761178526,0.0222058559301249,362.90815102369163,Monitor
2024-12-31,MAT-0145,96000,14731.23990184415,-1.957697004030347,6.516763058619533,Buy Less
2024-12-31,MAT-0144,121300,7041.502172316599,1.348654089562972,17.22643791503557,Monitor
2024-12-31,MAT-0084,98950,7228.071281555269,-0.5499666323806344,13.689682371077678,Buy Less
2024-12-31,MAT-0309,6850,461.46296211795607,-0.0034760742194647,14.844094894552011,Monitor
2024-12-31,MAT-0188,925,710.8137237101214,-0.0283086058865627,1.3013254656535393,Monitor
2024-12-31,MAT-0379,130900,3596.8150668158555,0.6818796302184946,36.39330840433827,Monitor
2024-12-31,MAT-0108,57750,2010.136218716275,-0.0366563905069223,28.729396277870485,Monitor
2024-12-31,MAT-0217,12000,1367.84921215374,-0.1359236858836432,8.772896817409766,Monitor
2024-12-31,MAT-0202,39125,264.34214454396107,0.1506681683349642,148.0089376875482,Monitor
2024-12-31,MAT-0214,535,2.75988954464796,-1.011348774734292e-11,193.84833753129146,Monitor
2024-12-31,MAT-0389,10150,6107.012543863271,-0.976058314870586,1.6620237681023577,Buy Less
2024-12-31,MAT-0075,1500,614.5160976809306,0.0001896038890239,2.4409450064216722,Monitor
2024-12-31,MAT-0146,13525,3541.1791415916487,-1.8297453051650907,3.8193492786476027,Buy Less
2024-12-31,MAT-0049,142550,2931.7470519056255,-0.1897157087657159,48.6228850839444,Monitor
2024-12-31,MAT-0163,375,791.7592721467711,-4.449090668528624e-13,0.4736288076339509,Monitor
2024-12-31,MAT-0228,6875,621.4679379925409,0.2676746633107594,11.062517596977813,Monitor
2024-12-31,MAT-0206,17350,2536.5540055899505,0.0314830960065817,6.839988410167812,Monitor
2024-12-31,MAT-0378,625,180.02041486600518,0.08342544438458,3.471828461595353,Monitor
2024-12-31,MAT-0114,37375,35.904075118689164,0.0361334695019117,1040.9681874953847,Monitor
2024-12-31,MAT-0353,99000,176.6808907949132,-0.1113788264184848,560.332243937556,Monitor
2024-12-31,MAT-0086,875,114.76508118458467,0.0502659122239041,7.624270300411991,Monitor
2024-12-31,MAT-0105,3525,64.83733195724379,-0.0212658906887235,54.36682685099565,Monitor
2024-12-31,MAT-0316,700,230.64885355784628,1.2723652098186684,3.0349164507095256,Monitor
2024-12-31,MAT-0349,1275,333.74957144565906,0.0166493323281602,3.8202296244973453,Monitor
2024-12-31,MAT-0321,20225,364.76197039515694,-0.0597861572333153,55.44711796048718,Monitor
2024-12-31,MAT-0097,19450,1275.796300049569,-0.3069327803578039,15.245380472763795,Monitor
2024-12-31,MAT-0272,211,10.600531431574234,0.013561127633203,19.90466245602796,Monitor
2024-12-31,MAT-0168,43975,32.087436184132734,0.0009209527318179,1370.474092964326,Monitor
2024-12-31,MAT-0333,3750,1292.7005489968092,0.4903295498362931,2.9009038504007445,Monitor
2024-12-31,MAT-0359,4100,297.3071237131175,-0.1874470392844041,13.790453282095722,Monitor
2024-12-31,MAT-0101,24375,424.6677458226078,-0.1101547130196856,57.39781332529531,Monitor
2024-12-31,MAT-0060,38375,314.1332128545735,0.0019400298206753,122.1615493989982,Monitor
2024-12-31,MAT-0195,0,2371.2698355774464,-3.12913651389265,0.0,Monitor
2024-12-31,MAT-0069,1325,92.84823798512977,0.1980985467278992,14.270599300034181,Monitor
2024-12-31,MAT-0388,1175,1485.4490834498934,-0.2627952325973923,0.7910065804955843,Monitor
2024-12-31,MAT-0328,7500,2261.228166281687,-0.5187563724347022,3.316781610912282,Buy Less
2024-12-31,MAT-0377,0,612.6000006672664,1.0931426704001544e-15,0.0,Monitor
2024-12-31,MAT-0246,94875,2963.034501762073,-1.176299724070714,32.01953940920338,Buy Less
2024-12-31,MAT-0196,8750,3518.8102532665557,-8.631652277959184,2.4866359281172565,Buy Less
2024-12-31,MAT-0319,975,5868.006052250623,1.2344181236251803,0.16615524785051086,Buy More
2024-12-31,MAT-0307,54775,5833.413185889066,0.0164970882033878,9.389871461959844,Monitor
2024-12-31,MAT-0184,208050,1331.5728290255645,0.1296562621046277,156.2438009134277,Monitor
2024-12-31,MAT-0153,650,3177.029162232571,10.300284108213429,0.2045936523740406,Buy More
2024-12-31,MAT-0260,4200,3.8786325403444555,0.0046117418264506,1082.8558664201287,Monitor
2024-12-31,MAT-0411,11000,431.89706252214603,0.4967806799036691,25.469031754380044,Monitor
2024-12-31,MAT-0176,25500,-20.108246637574368,-1.6006248548145237,-1268.136424801483,Monitor
2024-12-31,MAT-0376,23700,-3311.41336335613,-2.0354539318957676,-7.157064793620317,Monitor
2024-12-31,MAT-0142,25,3836.997392490869,-0.4411757111793982,0.00651551133418173,Monitor
2024-12-31,MAT-0416,15125,5882.379836805674,-0.3269946083315247,2.571238243638033,Monitor
2024-12-31,MAT-0179,0,36.776661845960554,-0.0092856049476177,0.0,Monitor
2024-12-31,MAT-0148,0,533.7832380132105,-0.0053307465947833,0.0,Monitor
2024-12-31,MAT-0232,66000,4462.448896780565,1.4931613106457684,14.790085338033949,Monitor
2024-12-31,MAT-0334,0,48.7107720278699,-0.0021081683351504,0.0,Monitor
2024-12-31,MAT-0358,0,2.4504366823142276,-0.0005352930093382,0.0,Monitor
2024-12-31,MAT-0194,5425,3.1200026263945015,1.1770499105304776e-14,1738.7805875885338,Monitor
2024-12-31,MAT-0182,0,20.350209064123668,0.0027696046777738,0.0,Monitor
2024-12-31,MAT-0159,25450,111.30354103056271,-0.1277535591054682,228.65400116076913,Monitor
2024-12-31,MAT-0313,47800,391.5739076696566,0.5337117646618266,122.07146355708028,Monitor
2024-12-31,MAT-0399,24750,-378.49924536846845,2.221577305162114,-65.38982653956394,Buy More
2024-12-31,MAT-0314,325,3781.1511986703335,-0.0534316382425568,0.08595265910400207,Monitor
2024-12-31,MAT-0193,6124,595.7647422104627,8.657383279061114e-05,10.279225281573655,Monitor
2024-12-31,MAT-0156,8250,5064.966048121045,-0.0547287069559562,1.6288361899406039,Monitor
2024-12-31,MAT-0082,3750,12110.825263616047,0.4086427709894535,0.30964033568099936,Monitor
2024-12-31,MAT-0428,99000,9402.795248358356,0.5379930335708395,10.528783982325312,Monitor
2024-12-31,MAT-0265,148500,5357.79442291779,0.1980765152397434,27.71662894806044,Monitor
2024-12-31,MAT-0263,900,164.01903319626885,-0.1971653286920957,5.4871680588620455,Monitor
2024-12-31,MAT-0013,25,2638.3335521152007,-0.2330363889543486,0.009475678304571095,Monitor
2024-12-31,MAT-0398,1725,445.2955275291802,-0.0165743629628103,3.873831856276528,Monitor
2024-12-31,MAT-0053,81100,1060.5772003905874,-0.8710636125658988,76.4677950554968,Buy Less
2024-12-31,MAT-0340,64625,7039.183979625206,-0.7011636057370828,9.180751659149118,Buy Less
2024-12-31,MAT-0137,2750,873.5822740528832,-0.1973412169651684,3.147957647127723,Monitor
2024-12-31,MAT-0073,2625,155.56530207224492,1.028888041658157,16.873942743227815,Monitor
2024-12-31,MAT-0315,4125,1451.0528399543773,-0.4430996160875697,2.8427634655466405,Monitor
2024-12-31,MAT-0296,24750,426.8166954136042,0.0523610175201298,57.98742238987666,Monitor
2024-12-31,MAT-0393,23375,85.36748783430069,0.0193705117909602,273.81618685290533,Monitor
2024-12-31,MAT-0050,4400,770.1964579804802,-0.0669923175286866,5.7128281419745415,Monitor
2024-12-31,MAT-0243,81075,3584.5575972224447,7.66882345370573,22.617853891599438,Monitor
2024-12-31,MAT-0092,3900,3156.576491712623,0.5357078670173577,1.2355157590000385,Monitor
2024-12-31,MAT-0351,49350,17.84605793847062,0.0734881163133857,2765.3165853292767,Monitor
2024-12-31,MAT-0199,325,101.41516380910655,-0.0062870513897366,3.204648967601596,Monitor
2024-12-31,MAT-0339,0,212.23623093679683,0.2048413726127056,0.0,Monitor
2024-12-31,MAT-0395,34375,1096.1537397672266,-0.1377880119395932,31.359652166401123,Monitor
2024-12-31,MAT-0015,120950,10547.323845684043,3.4603973548802984,11.467363832721668,Monitor
2024-12-31,MAT-0384,49500,1189.0717021146481,-0.5988235503551218,41.6291127877058,Buy Less
2024-12-31,MAT-0312,89800,194.85156234361673,0.3587524083149346,460.8636385559975,Monitor
2024-12-31,MAT-0282,339,0.344320190126389,0.0007139589554844,984.5487128581217,Monitor
2024-12-31,MAT-0374,19250,1097.1627324966698,0.7301985762594737,17.545255074600732,Monitor
2024-12-31,MAT-0256,97500,311.41841067257695,0.4768913238631741,313.08360924913586,Monitor
2024-12-31,MAT-0042,99000,1037.3922912420817,0.1648609026002318,95.43159404188955,Monitor
2024-12-31,MAT-0074,0,77.40846649777879,0.0095181050543634,0.0,Monitor
2024-12-31,MAT-0024,1375,891.7412216553204,0.0023522458445346,1.5419271495015299,Monitor
2024-12-31,MAT-0167,49500,362.71838460397447,-0.0185616917830279,136.46950940754053,Monitor
2024-12-31,MAT-0352,11000,12.077724298207844,-0.0033190602908268,910.7676022735704,Monitor
2024-12-31,MAT-0366,27500,822.111116031859,-0.0049354698533976,33.45046607900908,Monitor
2024-12-31,MAT-0005,3000,144.0023705893552,5.922759097462132e-10,20.83299037176936,Monitor
2024-12-31,MAT-0044,1375,458.1839140339494,-0.1369139335552344,3.000978336175544,Monitor
2024-12-31,MAT-0147,73625,322.9939435550326,-0.109159958029337,227.9454505853778,Monitor
2024-12-31,MAT-0162,6875,246.36967048533182,0.035515007345615,27.905220583591756,Monitor
2024-12-31,MAT-0341,8250,5470.171443731337,-0.4906176628832019,1.5081794208578725,Monitor
2024-12-31,MAT-0365,5000,21.78252819151271,0.0223008882620176,229.5417665038619,Monitor
2024-12-31,MAT-0106,22000,1242.352366847841,-4.726270313929748,17.708341519740898,Buy Less
2024-12-31,MAT-0100,8121,195.82566173462172,-0.0167062205772489,41.47056074298059,Monitor
2024-12-31,MAT-0273,6575,627.3637890514344,0.1351450490651285,10.48036261375766,Monitor
2024-12-31,MAT-0236,200,399.2597278032879,-0.0078615981261849,0.500927055930215,Monitor
2024-12-31,MAT-0158,600,2946.2061702867736,-3.1944206666641017,0.2036517355951359,Monitor
2024-12-31,MAT-0207,3275,1733.6741981100436,-2.0252318084268226,1.8890515897221203,Buy Less
2024-12-31,MAT-0320,12375,366.31938178845144,1.165613745297849,33.78199629946562,Monitor
2024-12-31,MAT-0110,3750,88.12333585504553,0.1529648279447559,42.55399507536111,Monitor
2024-12-31,MAT-0301,23325,208.78370200683798,-0.3770559116682996,111.71849036011476,Monitor
2024-12-31,MAT-0235,25,0.9448591347703075,8.047383841127492e-06,26.458970528000904,Monitor
2024-12-31,MAT-0032,1200,1217.4897131752684,2.1431278413683628,0.9856346111297692,Buy More
2024-12-31,MAT-0323,25,1427.4381259334848,-1.739892068839605,0.017513893979573404,Monitor
2024-12-31,MAT-0382,1300,243.90093610950598,-0.1737204918827943,5.330032843401345,Monitor
2024-12-31,MAT-0317,650,678.0231314103002,-0.3009832168005502,0.9586693578550756,Monitor
2024-12-31,MAT-0164,2525,1734.5871910589367,0.3627290521726786,1.4556777618417265,Monitor
2024-12-31,MAT-0285,1375,1349.5282543807748,-0.1864453100554091,1.018874555265175,Monitor
2024-12-31,MAT-0325,13750,4432.8093635284085,0.9081165235987289,3.1018703653556927,Monitor
2024-12-31,MAT-0201,4500,1454.6181691143602,0.4336837264497609,3.09359534725172,Monitor
2024-12-31,MAT-0149,0,413.14758968088097,-5.058531147962725e-09,0.0,Monitor
2024-12-31,MAT-0357,14025,76.73172893470911,-0.0140082577418301,182.77966878517552,Monitor
2024-12-31,MAT-0237,24750,1463.8874974682324,0.9018023020610172,16.907036942937683,Monitor
2024-12-31,MAT-0001,175,8506.946568633479,-0.1093165191767789,0.020571423434732033,Monitor
2024-12-31,MAT-0121,39875,802.6487678866483,-0.1967457794166225,49.67926395126695,Monitor
2024-12-31,MAT-0426,25500,16582.839398891996,-27.525378863273307,1.5377342436123342,Buy Less
2024-12-31,MAT-0011,5500,705.1048995600739,0.0626699681946008,7.800257810478323,Monitor
2024-12-31,MAT-0197,0,1993.7909935451828,-0.2539328562497678,0.0,Monitor
2024-12-31,MAT-0030,33625,436.41599589814837,-0.0313548423567974,77.04804662532918,Monitor
2024-12-31,MAT-0397,19675,24.0549529527703,0.0065309922179813,817.9188726176294,Monitor
2024-12-31,MAT-0270,4500,2358.033698093697,1.4373774076644577,1.9083696741221006,Monitor
2024-12-31,MAT-0335,24750,15936.139002873142,8.023466603255393,1.5530738026028637,Monitor
2024-12-31,MAT-0118,103050,14410.578775555605,49.11207421704799,7.150996611933574,Monitor
2024-12-31,MAT-0345,0,103.17676968441161,-0.0178902950210206,0.0,Monitor
2024-12-31,MAT-0122,3750,341.80189477683376,-0.0106122294414587,10.971267442646614,Monitor
2024-12-31,MAT-0087,15075,2164.2215304336855,0.1222256706459435,6.965553104436189,Monitor
2024-12-31,MAT-0120,71500,6203.375779944089,-7.460122364541415,11.525982390292086,Buy Less
2024-12-31,MAT-0271,91700,251.52643273002994,-0.0730187244436364,364.57400919935947,Monitor
2024-12-31,MAT-0047,6250,7275.512680598636,0.7204836839530293,0.8590459908985747,Buy More
2024-12-31,MAT-0281,7375,4.688842732536466,-0.0043163449914587,1572.8827816774387,Monitor
2024-12-31,MAT-0403,25425,46.21821701388312,0.1305364218007862,550.1077636197604,Monitor
2024-12-31,MAT-0062,2550,2330.800036822486,-0.1139749704700941,1.0940449458188368,Monitor
2024-12-31,MAT-0344,27500,600.1532924441494,0.3461692014256243,45.821626484802074,Monitor
2024-12-31,MAT-0267,74250,-271.5985141844144,1.2078336386152595,-273.3814661061972,Buy More
2024-12-31,MAT-0364,11000,52.48935835497532,0.1135199062738952,209.56628819139183,Monitor
2024-12-31,MAT-0224,12375,233.40649632155834,-0.1066818427153534,53.019089849801226,Monitor
2024-12-31,MAT-0295,2325,249.50148781147098,-0.0536186092927367,9.31858170624146,Monitor
2024-12-31,MAT-0338,75,270.55820315817573,-0.0749641866103508,0.2772046795275061,Monitor
2024-12-31,MAT-0150,0,5963.919883280998,-0.945623670802246,0.0,Monitor
2024-12-31,MAT-0367,10800,701.327473753903,-0.5908277297136507,15.399368204117637,Buy Less
2024-12-31,MAT-0077,10400,452.40012993451893,1.1969912240881688e-13,22.988499144563267,Monitor
2024-12-31,MAT-0350,0,0.4155054612551104,5.555839409819663e-05,0.0,Monitor
2024-12-31,MAT-0371,20250,286.65763908212864,0.1215484967101667,70.64175950391571,Monitor
2024-12-31,MAT-0392,24150,303.225395123222,-0.035635951132138,79.64372505866847,Monitor
2024-12-31,MAT-0355,0,37.920871859513205,0.0102612268326968,0.0,Monitor
2024-12-31,MAT-0109,103075,427.46387779707067,0.0184880526974061,241.13148584903973,Monitor
2024-12-31,MAT-0279,600,6.636056682180893,0.0004171997379185,90.41514090907587,Monitor
2024-12-31,MAT-0019,10325,140.08298142198925,-0.0251361166237749,73.7063124670136,Monitor
2024-12-31,MAT-0072,0,302.41653123534553,-0.0058648989513507,0.0,Monitor
2024-12-31,MAT-0009,9750,2768.590105488084,-0.4448822985347417,3.521648069417318,Monitor
2024-12-31,MAT-0135,0,160.11875736223652,-0.0710636287361978,0.0,Monitor
2024-12-31,MAT-0116,75100,245.20342961341828,1.1650582092035664,306.2763033877659,Monitor
2024-12-31,MAT-0112,13375,2621.041775931208,-0.0526855223423964,5.102932781469348,Monitor
2024-12-31,MAT-0012,12125,943.683769491192,-0.5837439964393425,12.84858380740983,Buy Less
2024-12-31,MAT-0051,2500,2917.4229853127617,0.9860234548960508,0.8569206496917992,Buy More
2024-12-31,MAT-0104,17875,637.8251468040366,0.4195535627219498,28.024922017525686,Monitor
2024-12-31,MAT-0037,16500,1969.2451526691987,0.0086050268353531,8.378845050163104,Monitor
2024-12-31,MAT-0111,63250,1266.3304975041897,-1.093559495204336,49.947466419437426,Buy Less
2024-12-31,MAT-0035,89325,1312.8981346096834,0.4067721540817751,68.03650461926794,Monitor
2024-12-31,MAT-0234,17875,5850.298303049934,5.073056283857335,3.0553997546896428,Monitor
2024-12-31,MAT-0210,5500,512.6594192722182,0.0385693982212599,10.728370128862379,Monitor
2024-12-31,MAT-0071,467350,1917.9601695492242,1.4355192124421217,243.6703365481467,Monitor
2024-12-31,MAT-0402,30250,6242.36270169566,7.3278804819384,4.8459215597618135,Monitor
2024-12-31,MAT-0151,1250,5163.45406772765,-0.4686956224150981,0.24208601134126176,Monitor
2024-12-31,MAT-0255,66000,1042.7509108169993,-1.2350691885229164,63.29411877309102,Buy Less
2024-12-31,MAT-0065,20600,1159.9697586707628,-0.0074375020255369,17.75908367094504,Monitor
2024-12-31,MAT-0180,7800,45.32632622572688,-0.0038232133419716,172.0854225236719,Monitor
2024-12-31,MAT-0375,51000,956.1942247724027,-0.0483172844797271,53.33644429000733,Monitor
2024-12-31,MAT-0373,8150,3.6375522569073526,0.014962780022061,2240.51764054357,Monitor
2024-12-31,MAT-0056,49500,5719.554010950865,-3.370245522695437,8.654520947826615,Buy Less
2024-12-31,MAT-0419,44000,1881.1485043090684,5.114867132828591,23.389966235632667,Monitor
2024-12-31,MAT-0166,22475,86.84227630390254,0.0309964322845224,258.8025205759146,Monitor
2024-12-31,MAT-0363,39875,6234.000173547012,1.1284316897390672,6.396374541214037,Monitor
2024-12-31,MAT-0046,42625,2048.089161857039,0.9565617070693506,20.812082205127805,Monitor
2024-12-31,MAT-0055,52250,1703.5866206400583,-0.366240556654501,30.670586025363967,Monitor
2024-12-31,MAT-0264,1375,4606.425929184384,3.782339581531032,0.2984960620529197,Buy More
2024-12-31,MAT-0266,2750,771.2185639756863,0.0510482470298285,3.565785535326789,Monitor
2024-12-31,MAT-0171,38500,995.1502081679059,-0.4328842673828158,38.68762693712276,Monitor
2024-12-31,MAT-0327,1375,1341.5838386790558,-0.1195408521558905,1.0249079933415464,Monitor
2024-12-31,MAT-0099,92125,9716.519200637857,0.0750657924204973,9.481275969068461,Monitor
2024-12-31,MAT-0221,49550,617.0495578202859,-0.0135509197647473,80.30149178784649,Monitor
2024-12-31,MAT-0390,82500,2225.4963699211226,3.7214219209029142,37.070381742713884,Monitor
2024-12-31,MAT-0068,13750,1272.0827715784403,-0.0840812326836451,10.809045061539956,Monitor
2024-12-31,MAT-0346,9625,1610.2834028344832,0.1218547788987077,5.977208721804933,Monitor
2024-12-31,MAT-0308,9000,486.07833898581237,0.3960946444607137,18.515533974993055,Monitor
2024-12-31,MAT-0057,0,207.40122500425323,-0.0163689922812724,0.0,Monitor
2024-12-31,MAT-0017,32500,1055.19191919189,0.4138846244550043,30.800084239547488,Monitor
2024-12-31,MAT-0261,7500,2751.864847581978,-0.0044843388208347,2.725424544955446,Monitor
2024-12-31,MAT-0198,84925,3002.825783383419,-1.4891541505104893,28.281694019661433,Buy Less
2024-12-31,MAT-0268,104975,5015.263060968983,0.7171348763879404,20.931105452266767,Monitor
2024-12-31,MAT-0329,675,247.71761795072382,-0.0650237046503318,2.7248768399439056,Monitor
2024-12-31,MAT-0332,4925,10877.67589715416,0.8932919492695255,0.4527621567846573,Buy More
2024-12-31,MAT-0381,74250,2659.765994952619,4.275625824289456,27.91598965506839,Monitor
2024-12-31,MAT-0007,63250,1933.5599940313402,-0.2975817558825122,32.711682179629754,Monitor
2024-12-31,MAT-0380,2750,786.5834902869693,-0.0244673740585245,3.4961323673304117,Monitor
2024-12-31,MAT-0276,1200,461.27250082148214,0.1265549137167909,2.6014991092313435,Monitor
2024-12-31,MAT-0095,1852,223.12404066296273,0.0076454327651116,8.300315799665514,Monitor
2024-12-31,MAT-0356,23375,2219.2230299317084,-0.7113992902921439,10.532965675252258,Buy Less
2024-12-31,MAT-0415,6875,8808.477620837397,0.2766547855621559,0.780498094669214,Monitor
2024-12-31,MAT-0430,107175,739.1801982907889,-0.091630336218159,144.99170871706445,Monitor
2024-12-31,MAT-0354,9450,7726.222737649214,-29.17116267958536,1.2231073735359672,Monitor
2024-12-31,MAT-0160,57625,25.59181408585983,0.0143153875203793,2251.696570109087,Monitor
2024-12-31,MAT-0218,500,45.25974099537521,-0.0813158166672476,11.047345588015885,Monitor
2024-12-31,MAT-0423,49475,431.0756788793481,0.2897191373975359,114.77103075872517,Monitor
2024-12-31,MAT-0303,6250,687.1364479727393,0.0060187565271564,9.095718933902274,Monitor
2024-12-31,MAT-0178,42000,1305.5844434631822,-0.0825829447027376,32.16950095437041,Monitor
2024-12-31,MAT-0085,250,2126.2056033061144,1.2381643921860264,0.11758035046623239,Buy More
2024-12-31,MAT-0229,86625,4534.006343871658,7.015375444141202,19.10561949633921,Monitor
2024-12-31,MAT-0413,24000,8417.567920801026,1.9625720252966732,2.8511798450348746,Monitor
2024-12-31,MAT-0190,35750,3825.93365115499,5.926725506814214,9.344124404564003,Monitor
2024-12-31,MAT-0211,79750,762.0081272273555,0.1569135557823094,104.65767640848993,Monitor
2024-12-31,MAT-0417,18850,148.19577527759856,-2.9562683303672053e-10,127.19660843698415,Monitor
2024-12-31,MAT-0165,5500,2058.2386808735732,-0.3609454115514372,2.672187657879235,Monitor
2024-12-31,MAT-0089,40850,45.186387627413644,-0.0063250874640812,904.0333194330665,Monitor
2024-12-31,MAT-0386,64625,926.2706253920156,0.0011536639923909,69.76902670604441,Monitor
2024-12-31,MAT-0098,15100,3129.971345965049,0.3848849159754666,4.82432531513936,Monitor
2024-12-31,MAT-0250,1300,1178.1345491931695,0.0105072847791458,1.1034393320273042,Monitor
2024-12-31,MAT-0233,1450,3276.730331299617,-0.2781555423324091,0.4425142911973781,Monitor
2024-12-31,MAT-0247,110000,2462.7357619712284,0.655601927383755,44.66577441988886,Monitor
2024-12-31,MAT-0226,9625,79.62125989046001,0.0031275898237325,120.88479902530706,Monitor
